lg,item,syn,sentence,condition,headn,attn,verbn,model_type,surprisal
turkish,6,0,damatların dayısı arada sırada sıkıldı,condition_b,sg,pl,sg,bert,12.312552452087402
turkish,6,0,damatın dayısı arada sırada sıkıldılar,condition_c,sg,sg,pl,bert,18.54494571685791
turkish,6,0,damatın dayısı arada sırada sıkıldı,condition_d,sg,sg,sg,bert,12.128111839294434
turkish,7,0,doktorların çiçekçisi günden güne zayıfladılar,condition_a,sg,pl,pl,bert,17.93522548675537
turkish,7,0,doktorların çiçekçisi günden güne zayıfladı,condition_b,sg,pl,sg,bert,7.344705104827881
turkish,7,0,doktorun çiçekçisi günden güne zayıfladılar,condition_c,sg,sg,pl,bert,16.575082778930664
turkish,7,0,doktorun çiçekçisi günden güne zayıfladı,condition_d,sg,sg,sg,bert,6.835543632507324
turkish,8,0,stajyerlerin eniştesi geceden önce uyudular,condition_a,sg,pl,pl,bert,13.440855979919434
turkish,8,0,stajyerlerin eniştesi geceden önce uyudu,condition_b,sg,pl,sg,bert,7.849084377288818
turkish,8,0,stajyerin eniştesi geceden önce uyudular,condition_c,sg,sg,pl,bert,13.945451736450195
turkish,8,0,stajyerin eniştesi geceden önce uyudu,condition_d,sg,sg,sg,bert,7.7081403732299805
turkish,9,0,aristokratların hizmetçisi yorgun argın yattılar,condition_a,sg,pl,pl,bert,14.740221977233887
turkish,9,0,aristokratların hizmetçisi yorgun argın yattı,condition_b,sg,pl,sg,bert,10.916177749633789
turkish,9,0,aristokratın hizmetçisi yorgun argın yattılar,condition_c,sg,sg,pl,bert,14.684181213378906
turkish,9,0,aristokratın hizmetçisi yorgun argın yattı,condition_d,sg,sg,sg,bert,10.136021614074707
turkish,10,0,konuşmacıların sunucusu olağanüstü hızlı koştular,condition_a,sg,pl,pl,bert,12.416749000549316
turkish,10,0,konuşmacıların sunucusu olağanüstü hızlı koştu,condition_b,sg,pl,sg,bert,9.252586364746094
turkish,10,0,konuşmacının sunucusu olağanüstü hızlı koştular,condition_c,sg,sg,pl,bert,15.425524711608887
turkish,10,0,konuşmacının sunucusu olağanüstü hızlı koştu,condition_d,sg,sg,sg,bert,10.215184211730957
turkish,11,0,psikiyatristlerin eczacısı aç susuz dolaştılar,condition_a,sg,pl,pl,bert,12.972424983978271
turkish,11,0,psikiyatristlerin eczacısı aç susuz dolaştı,condition_b,sg,pl,sg,bert,7.232724666595459
turkish,11,0,psikiyatristin eczacısı aç susuz dolaştılar,condition_c,sg,sg,pl,bert,12.814749240875244
turkish,11,0,psikiyatristin eczacısı aç susuz dolaştı,condition_d,sg,sg,sg,bert,6.212403297424316
turkish,12,0,politikacıların hocası adliyeden çabucak çıktılar,condition_a,sg,pl,pl,bert,6.080484390258789
turkish,12,0,politikacıların hocası adliyeden çabucak çıktı,condition_b,sg,pl,sg,bert,3.2256593704223633
turkish,12,0,politikacının hocası adliyeden çabucak çıktılar,condition_c,sg,sg,pl,bert,5.561787128448486
turkish,12,0,politikacının hocası adliyeden çabucak çıktı,condition_d,sg,sg,sg,bert,2.853908061981201
turkish,13,0,hakimlerin çaycısı nedensiz yere kızdılar,condition_a,sg,pl,pl,bert,13.804488182067871
turkish,13,0,hakimlerin çaycısı nedensiz yere kızdı,condition_b,sg,pl,sg,bert,8.121570587158203
turkish,13,0,hakimin çaycısı nedensiz yere kızdılar,condition_c,sg,sg,pl,bert,14.606531143188477
turkish,13,0,hakimin çaycısı nedensiz yere kızdı,condition_d,sg,sg,sg,bert,7.223878383636475
turkish,14,0,oyuncuların hemşiresi etrafta amaçsızca gezdiler,condition_a,sg,pl,pl,bert,7.972087383270264
turkish,14,0,oyuncuların hemşiresi etrafta amaçsızca gezdi,condition_b,sg,pl,sg,bert,8.074065208435059
turkish,14,0,oyuncunun hemşiresi etrafta amaçsızca gezdiler,condition_c,sg,sg,pl,bert,9.53664779663086
turkish,14,0,oyuncunun hemşiresi etrafta amaçsızca gezdi,condition_d,sg,sg,sg,bert,7.781525611877441
turkish,15,0,öğretmenlerin müdiresi biraz önce aradılar,condition_a,sg,pl,pl,bert,7.872337341308594
turkish,15,0,öğretmenlerin müdiresi biraz önce aradı,condition_b,sg,pl,sg,bert,7.005602836608887
turkish,15,0,öğretmenin müdiresi biraz önce aradılar,condition_c,sg,sg,pl,bert,7.8590006828308105
turkish,15,0,öğretmenin müdiresi biraz önce aradı,condition_d,sg,sg,sg,bert,6.645869255065918
turkish,16,0,milyonerlerin terzisi tamamen gereksizce bağırdılar,condition_a,sg,pl,pl,bert,19.403464317321777
turkish,16,0,milyonerlerin terzisi tamamen gereksizce bağırdı,condition_b,sg,pl,sg,bert,11.885598182678223
turkish,16,0,milyonerin terzisi tamamen gereksizce bağırdılar,condition_c,sg,sg,pl,bert,19.015673637390137
turkish,16,0,milyonerin terzisi tamamen gereksizce bağırdı,condition_d,sg,sg,sg,bert,11.332038879394531
turkish,17,0,bebeklerin bakıcısı çok kibar davrandılar,condition_a,sg,pl,pl,bert,7.733096599578857
turkish,17,0,bebeklerin bakıcısı çok kibar davrandı,condition_b,sg,pl,sg,bert,6.755711078643799
turkish,17,0,bebeğin bakıcısı çok kibar davrandılar,condition_c,sg,sg,pl,bert,7.814083576202393
turkish,17,0,bebeğin bakıcısı çok kibar davrandı,condition_d,sg,sg,sg,bert,5.731196403503418
turkish,18,0,çocukların dadısı yüksek sesle konuştular,condition_a,sg,pl,pl,bert,9.181900978088379
turkish,18,0,çocukların dadısı yüksek sesle konuştu,condition_b,sg,pl,sg,bert,5.1561126708984375
turkish,18,0,çocuğun dadısı yüksek sesle konuştular,condition_c,sg,sg,pl,bert,10.741790771484375
turkish,18,0,çocuğun dadısı yüksek sesle konuştu,condition_d,sg,sg,sg,bert,4.568102836608887
turkish,19,0,futbolcuların sürücüsü çok yavaş çalıştılar,condition_a,sg,pl,pl,bert,11.874250411987305
turkish,19,0,futbolcuların sürücüsü çok yavaş çalıştı,condition_b,sg,pl,sg,bert,9.161711692810059
turkish,19,0,futbolcunun sürücüsü çok yavaş çalıştılar,condition_c,sg,sg,pl,bert,13.751300811767578
turkish,19,0,futbolcunun sürücüsü çok yavaş çalıştı,condition_d,sg,sg,sg,bert,9.005314826965332
turkish,20,0,modacıların taksicisi saatlerce durmaksızın içtiler,condition_a,sg,pl,pl,bert,19.763280868530273
turkish,20,0,modacıların taksicisi saatlerce durmaksızın içti,condition_b,sg,pl,sg,bert,9.793272018432617
turkish,20,0,modacının taksicisi saatlerce durmaksızın içtiler,condition_c,sg,sg,pl,bert,18.66022777557373
turkish,20,0,modacının taksicisi saatlerce durmaksızın içti,condition_d,sg,sg,sg,bert,9.521812438964844
turkish,21,0,sanatçıların çalgıcısı feci bir şekilde öldüler,condition_a,sg,pl,pl,bert,7.163045883178711
turkish,21,0,sanatçıların çalgıcısı feci bir şekilde öldü,condition_b,sg,pl,sg,bert,4.708586692810059
turkish,21,0,sanatçının çalgıcısı feci bir şekilde öldüler,condition_c,sg,sg,pl,bert,8.88487434387207
turkish,21,0,sanatçının çalgıcısı feci bir şekilde öldü,condition_d,sg,sg,sg,bert,3.5311741828918457
turkish,22,0,dedektiflerin dişçisi ilk kez çılgınca eğlendiler,condition_a,sg,pl,pl,bert,6.2982892990112305
turkish,22,0,dedektiflerin dişçisi ilk kez çılgınca eğlendi,condition_b,sg,pl,sg,bert,5.377469062805176
turkish,22,0,dedektifin dişçisi ilk kez çılgınca eğlendiler,condition_c,sg,sg,pl,bert,8.200241088867188
turkish,22,0,dedektifin dişçisi ilk kez çılgınca eğlendi,condition_d,sg,sg,sg,bert,5.76686429977417
turkish,23,0,esnafların müşterisi şikayettten hemen sonra sustular,condition_a,sg,pl,pl,bert,16.460817337036133
turkish,23,0,esnafların müşterisi şikayettten hemen sonra sustu,condition_b,sg,pl,sg,bert,11.040873527526855
turkish,23,0,esnafın müşterisi şikayettten hemen sonra sustular,condition_c,sg,sg,pl,bert,16.48051404953003
turkish,23,0,esnafın müşterisi şikayettten hemen sonra sustu,condition_d,sg,sg,sg,bert,10.050517082214355
turkish,24,0,şarkıcıların koruması her zamanki gibi geciktiler,condition_a,sg,pl,pl,bert,19.895211219787598
turkish,24,0,şarkıcıların koruması her zamanki gibi gecikti,condition_b,sg,pl,sg,bert,13.613668441772461
turkish,24,0,şarkıcının koruması her zamanki gibi geciktiler,condition_c,sg,sg,pl,bert,21.50008487701416
turkish,24,0,şarkıcının koruması her zamanki gibi gecikti,condition_d,sg,sg,sg,bert,14.540301322937012
turkish,25,0,göstericilerin izleyicisi akşama kadar sessizce oturdular,condition_a,sg,pl,pl,bert,6.94765567779541
turkish,25,0,göstericilerin izleyicisi akşama kadar sessizce oturdu,condition_b,sg,pl,sg,bert,5.980489253997803
turkish,25,0,göstericinin izleyicisi akşama kadar sessizce oturdular,condition_c,sg,sg,pl,bert,8.149919509887695
turkish,25,0,göstericinin izleyicisi akşama kadar sessizce oturdu,condition_d,sg,sg,sg,bert,6.581946849822998
turkish,26,0,cerrahların hastası akşamki gösteriden önce kaçtılar,condition_a,sg,pl,pl,bert,12.20051097869873
turkish,26,0,cerrahların hastası akşamki gösteriden önce kaçtı,condition_b,sg,pl,sg,bert,11.014695167541504
turkish,26,0,cerrahın hastası akşamki gösteriden önce kaçtılar,condition_c,sg,sg,pl,bert,12.939791679382324
turkish,26,0,cerrahın hastası akşamki gösteriden önce kaçtı,condition_d,sg,sg,sg,bert,10.102025985717773
turkish,27,0,dalgıçların annesi bile bile geç kaldılar,condition_a,sg,pl,pl,bert,4.5628662109375
turkish,27,0,dalgıçların annesi bile bile geç kaldı,condition_b,sg,pl,sg,bert,3.667840003967285
turkish,27,0,dalgıcın annesi bile bile geç kaldılar,condition_c,sg,sg,pl,bert,6.211684703826904
turkish,27,0,dalgıcın annesi bile bile geç kaldı,condition_d,sg,sg,sg,bert,3.9464011192321777
turkish,28,0,fabrikatörlerin işçisi beklenmedik bir anda hastalandılar,condition_a,sg,pl,pl,bert,14.389822006225586
turkish,28,0,fabrikatörlerin işçisi beklenmedik bir anda hastalandı,condition_b,sg,pl,sg,bert,7.74188232421875
turkish,28,0,fabrikatörün işçisi beklenmedik bir anda hastalandılar,condition_c,sg,sg,pl,bert,15.325872421264648
turkish,28,0,fabrikatörün işçisi beklenmedik bir anda hastalandı,condition_d,sg,sg,sg,bert,7.713900566101074
turkish,29,0,komedyenlerin yardımcısı poyrazdan dolayı üşüdüler,condition_a,sg,pl,pl,bert,23.954977989196777
turkish,29,0,komedyenlerin yardımcısı poyrazdan dolayı üşüdü,condition_b,sg,pl,sg,bert,19.705263137817383
turkish,29,0,komedyenin yardımcısı poyrazdan dolayı üşüdüler,condition_c,sg,sg,pl,bert,24.79033088684082
turkish,29,0,komedyenin yardımcısı poyrazdan dolayı üşüdü,condition_d,sg,sg,sg,bert,19.047511100769043
turkish,30,0,şoförlerin yolcusu yemekten sonra yine acıktılar,condition_a,sg,pl,pl,bert,21.000360012054443
turkish,30,0,şoförlerin yolcusu yemekten sonra yine acıktı,condition_b,sg,pl,sg,bert,18.148732662200928
turkish,30,0,şoförün yolcusu yemekten sonra yine acıktılar,condition_c,sg,sg,pl,bert,22.262274742126465
turkish,30,0,şoförün yolcusu yemekten sonra yine acıktı,condition_d,sg,sg,sg,bert,17.916948318481445
turkish,31,0,mühendislerin kapıcısı erken ödemeden dolayı sevindiler,condition_a,sg,pl,pl,bert,14.496724128723145
turkish,31,0,mühendislerin kapıcısı erken ödemeden dolayı sevindi,condition_b,sg,pl,sg,bert,8.449973106384277
turkish,31,0,mühendisin kapıcısı erken ödemeden dolayı sevindiler,condition_c,sg,sg,pl,bert,14.858731269836426
turkish,31,0,mühendisin kapıcısı erken ödemeden dolayı sevindi,condition_d,sg,sg,sg,bert,7.692539691925049
turkish,32,0,pazarcıların nakliyecisi mesaiden hemen sonra uzandılar,condition_a,sg,pl,pl,bert,18.403992652893066
turkish,32,0,pazarcıların nakliyecisi mesaiden hemen sonra uzandı,condition_b,sg,pl,sg,bert,12.099607467651367
turkish,32,0,pazarcının nakliyecisi mesaiden hemen sonra uzandılar,condition_c,sg,sg,pl,bert,17.98950958251953
turkish,32,0,pazarcının nakliyecisi mesaiden hemen sonra uzandı,condition_d,sg,sg,sg,bert,13.24975299835205
turkish,33,0,oyuncuların eğitimcisi ilk denemede epey zorlandılar,condition_a,sg,pl,pl,bert,14.076780319213867
turkish,33,0,oyuncuların eğitimcisi ilk denemede epey zorlandı,condition_b,sg,pl,sg,bert,3.4928746223449707
turkish,33,0,oyuncunun eğitimcisi ilk denemede epey zorlandılar,condition_c,sg,sg,pl,bert,12.739168643951416
turkish,33,0,oyuncunun eğitimcisi ilk denemede epey zorlandı,condition_d,sg,sg,sg,bert,2.976628065109253
turkish,34,0,mankenlerin modacısı geç bir vakitte kalktılar,condition_a,sg,pl,pl,bert,10.713302612304688
turkish,34,0,mankenlerin modacısı geç bir vakitte kalktı,condition_b,sg,pl,sg,bert,7.969610691070557
turkish,34,0,mankenin modacısı geç bir vakitte kalktılar,condition_c,sg,sg,pl,bert,11.526959419250488
turkish,34,0,mankenin modacısı geç bir vakitte kalktı,condition_d,sg,sg,sg,bert,7.554867267608643
turkish,35,0,konukların teyzesi müthiş bir ağrıyla uyandılar,condition_a,sg,pl,pl,bert,10.259135484695435
turkish,35,0,konukların teyzesi müthiş bir ağrıyla uyandı,condition_b,sg,pl,sg,bert,3.871272563934326
turkish,35,0,konuğun teyzesi müthiş bir ağrıyla uyandılar,condition_c,sg,sg,pl,bert,15.952150344848633
turkish,35,0,konuğun teyzesi müthiş bir ağrıyla uyandı,condition_d,sg,sg,sg,bert,3.780604839324951
turkish,36,0,oğlanların amcası boş bir caddede yürüdüler,condition_a,sg,pl,pl,bert,9.492423057556152
turkish,36,0,oğlanların amcası boş bir caddede yürüdü,condition_b,sg,pl,sg,bert,9.247314453125
turkish,36,0,oğlanın amcası boş bir caddede yürüdüler,condition_c,sg,sg,pl,bert,10.254426956176758
turkish,36,0,oğlanın amcası boş bir caddede yürüdü,condition_d,sg,sg,sg,bert,8.910172462463379
turkish,37,0,avukatların komşusu toplantıdan sonra birden sarardılar,condition_a,sg,pl,pl,bert,20.454944610595703
turkish,37,0,avukatların komşusu toplantıdan sonra birden sarardı,condition_b,sg,pl,sg,bert,18.42743492126465
turkish,37,0,avukatın komşusu toplantıdan sonra birden sarardılar,condition_c,sg,sg,pl,bert,20.84840202331543
turkish,37,0,avukatın komşusu toplantıdan sonra birden sarardı,condition_d,sg,sg,sg,bert,18.53782892227173
turkish,38,0,ünlülerin falcısı yabancı bir ülkede kayboldular,condition_a,sg,pl,pl,bert,15.345026969909668
turkish,38,0,ünlülerin falcısı yabancı bir ülkede kayboldu,condition_b,sg,pl,sg,bert,10.023144721984863
turkish,38,0,ünlünün falcısı yabancı bir ülkede kayboldular,condition_c,sg,sg,pl,bert,15.947354316711426
turkish,38,0,ünlünün falcısı yabancı bir ülkede kayboldu,condition_d,sg,sg,sg,bert,9.895792007446289
turkish,39,0,çiftçilerin bekçisi normalden çok yavaş gezindiler,condition_a,sg,pl,pl,bert,22.615123748779297
turkish,39,0,çiftçilerin bekçisi normalden çok yavaş gezindi,condition_b,sg,pl,sg,bert,18.968603134155273
turkish,39,0,çiftçinin bekçisi normalden çok yavaş gezindiler,condition_c,sg,sg,pl,bert,24.805421829223633
turkish,39,0,çiftçinin bekçisi normalden çok yavaş gezindi,condition_d,sg,sg,sg,bert,18.97049045562744
turkish,40,0,kadınların ninesi geçen seneye göre dinçleştiler,condition_a,sg,pl,pl,bert,25.288084030151367
turkish,40,0,kadınların ninesi geçen seneye göre dinçleşti,condition_b,sg,pl,sg,bert,18.39418601989746
turkish,40,0,kadının ninesi geçen seneye göre dinçleştiler,condition_c,sg,sg,pl,bert,24.71022367477417
turkish,40,0,kadının ninesi geçen seneye göre dinçleşti,condition_d,sg,sg,sg,bert,17.017059326171875
turkish,1,1,Şarkıcıların vokalisti sahnede sürekli zıpladılar,condition_a,sg,pl,pl,bert,27.686306953430176
turkish,1,1,Şarkıcıların vokalisti sahnede sürekli zıpladı,condition_b,sg,pl,sg,bert,26.776083946228027
turkish,1,1,Şarkıcının vokalisti sahnede sürekli zıpladılar,condition_c,sg,sg,pl,bert,27.279940605163574
turkish,1,1,Şarkıcının vokalisti sahnede sürekli zıpladı,condition_d,sg,sg,sg,bert,24.976396560668945
turkish,2,1,Öğrencilerin danışmanı sınıfta birden bayıldılar,condition_a,sg,pl,pl,bert,21.058650016784668
turkish,2,1,Öğrencilerin danışmanı sınıfta birden bayıldı,condition_b,sg,pl,sg,bert,9.910293579101562
turkish,2,1,Öğrencinin danışmanı sınıfta birden bayıldılar,condition_c,sg,sg,pl,bert,23.584505081176758
turkish,2,1,Öğrencinin danışmanı sınıfta birden bayıldı,condition_d,sg,sg,sg,bert,15.642265319824219
turkish,3,1,Ressamların rakibi atölyeden hızla uzaklaştılar,condition_a,sg,pl,pl,bert,13.65876579284668
turkish,3,1,Ressamların rakibi atölyeden hızla uzaklaştı,condition_b,sg,pl,sg,bert,2.310887098312378
turkish,3,1,Ressamın rakibi atölyeden hızla uzaklaştılar,condition_c,sg,sg,pl,bert,15.037212610244751
turkish,3,1,Ressamın rakibi atölyeden hızla uzaklaştı,condition_d,sg,sg,sg,bert,2.2021679878234863
turkish,4,1,Subayların düşmanı aniden küstahça güldülar,condition_a,sg,pl,pl,bert,14.275705337524414
turkish,4,1,Subayların düşmanı aniden küstahça güldü,condition_b,sg,pl,sg,bert,9.033974647521973
turkish,4,1,Subayın düşmanı aniden küstahça güldülar,condition_c,sg,sg,pl,bert,14.90977954864502
turkish,4,1,Subayın düşmanı aniden küstahça güldü,condition_d,sg,sg,sg,bert,9.235536575317383
turkish,5,1,Müzisyenlerin hayranı sabaha kadar ağladılar,condition_a,sg,pl,pl,bert,14.670700073242188
turkish,5,1,Müzisyenlerin hayranı sabaha kadar ağladı,condition_b,sg,pl,sg,bert,5.881351947784424
turkish,5,1,Müzisyenin hayranı sabaha kadar ağladılar,condition_c,sg,sg,pl,bert,14.157705307006836
turkish,5,1,Müzisyenin hayranı sabaha kadar ağladı,condition_d,sg,sg,sg,bert,4.736819744110107
turkish,6,1,Borsacıların çalışanı arada sırada sıkıldılar,condition_a,sg,pl,pl,bert,18.61765193939209
turkish,6,1,Borsacıların çalışanı arada sırada sıkıldı,condition_b,sg,pl,sg,bert,9.504302978515625
turkish,6,1,Borsacının çalışanı arada sırada sıkıldılar,condition_c,sg,sg,pl,bert,18.799896240234375
turkish,6,1,Borsacının çalışanı arada sırada sıkıldı,condition_d,sg,sg,sg,bert,10.508447647094727
turkish,7,1,Profesörlerin sekreteri günden güne zayıfladılar,condition_a,sg,pl,pl,bert,17.572852611541748
turkish,7,1,Profesörlerin sekreteri günden güne zayıfladı,condition_b,sg,pl,sg,bert,7.414855003356934
turkish,7,1,Profesörün sekreteri günden güne zayıfladılar,condition_c,sg,sg,pl,bert,16.533520221710205
turkish,7,1,Profesörün sekreteri günden güne zayıfladı,condition_d,sg,sg,sg,bert,7.525732040405273
turkish,8,1,Veterinerlerin asistanı geceden önce uyudular,condition_a,sg,pl,pl,bert,18.02919864654541
turkish,8,1,Veterinerlerin asistanı geceden önce uyudu,condition_b,sg,pl,sg,bert,7.21901798248291
turkish,8,1,Veterinerin asistanı geceden önce uyudular,condition_c,sg,sg,pl,bert,16.88803195953369
turkish,8,1,Veterinerin asistanı geceden önce uyudu,condition_d,sg,sg,sg,bert,7.037937641143799
turkish,9,1,Yönetmenlerin masörü yorgun argın yattılar,condition_a,sg,pl,pl,bert,17.794743537902832
turkish,9,1,Yönetmenlerin masörü yorgun argın yattı,condition_b,sg,pl,sg,bert,11.446579933166504
turkish,9,1,Yönetmenin masörü yorgun argın yattılar,condition_c,sg,sg,pl,bert,18.6761417388916
turkish,9,1,Yönetmenin masörü yorgun argın yattı,condition_d,sg,sg,sg,bert,10.89595890045166
turkish,10,1,Teknisyenlerin eğitmeni olağanüstü hızlı koştular,condition_a,sg,pl,pl,bert,12.17427921295166
turkish,10,1,Teknisyenlerin eğitmeni olağanüstü hızlı koştu,condition_b,sg,pl,sg,bert,9.729357719421387
turkish,10,1,Teknisyenin eğitmeni olağanüstü hızlı koştular,condition_c,sg,sg,pl,bert,12.345624923706055
turkish,10,1,Teknisyenin eğitmeni olağanüstü hızlı koştu,condition_d,sg,sg,sg,bert,7.922401428222656
turkish,11,1,Turistlerin rehberi aç susuz dolaştılar,condition_a,sg,pl,pl,bert,13.621948719024658
turkish,11,1,Turistlerin rehberi aç susuz dolaştı,condition_b,sg,pl,sg,bert,6.277656078338623
turkish,11,1,Turistin rehberi aç susuz dolaştılar,condition_c,sg,sg,pl,bert,15.57081127166748
turkish,11,1,Turistin rehberi aç susuz dolaştı,condition_d,sg,sg,sg,bert,7.388533592224121
turkish,12,1,Zanlıların şahidi adliyeden çabucak çıktılar,condition_a,sg,pl,pl,bert,5.705178737640381
turkish,12,1,Zanlıların şahidi adliyeden çabucak çıktı,condition_b,sg,pl,sg,bert,1.4369274377822876
turkish,12,1,Zanlının şahidi adliyeden çabucak çıktılar,condition_c,sg,sg,pl,bert,6.954970836639404
turkish,12,1,Zanlının şahidi adliyeden çabucak çıktı,condition_d,sg,sg,sg,bert,2.1472153663635254
turkish,13,1,Bursiyerlerin kefili nedensiz yere kızdılar,condition_a,sg,pl,pl,bert,18.977806091308594
turkish,13,1,Bursiyerlerin kefili nedensiz yere kızdı,condition_b,sg,pl,sg,bert,9.26507568359375
turkish,13,1,Bursiyerin kefili nedensiz yere kızdılar,condition_c,sg,sg,pl,bert,17.39847755432129
turkish,13,1,Bursiyerin kefili nedensiz yere kızdı,condition_d,sg,sg,sg,bert,7.975106239318848
turkish,14,1,Futbolcuların kaptanı etrafta amaçsızca gezdilar,condition_a,sg,pl,pl,bert,11.218044996261597
turkish,14,1,Futbolcuların kaptanı etrafta amaçsızca gezdi,condition_b,sg,pl,sg,bert,6.930320739746094
turkish,14,1,Futbolcunun kaptanı etrafta amaçsızca gezdilar,condition_c,sg,sg,pl,bert,15.452816486358643
turkish,14,1,Futbolcunun kaptanı etrafta amaçsızca gezdi,condition_d,sg,sg,sg,bert,7.478309631347656
turkish,15,1,Yazarların editörü biraz önce aradılar,condition_a,sg,pl,pl,bert,8.518953323364258
turkish,15,1,Yazarların editörü biraz önce aradı,condition_b,sg,pl,sg,bert,7.911986827850342
turkish,15,1,Yazarın editörü biraz önce aradılar,condition_c,sg,sg,pl,bert,8.629595756530762
turkish,15,1,Yazarın editörü biraz önce aradı,condition_d,sg,sg,sg,bert,7.45790433883667
turkish,16,1,Askerlerin berberi tamamen gereksizce bağırdılar,condition_a,sg,pl,pl,bert,18.8012638092041
turkish,16,1,Askerlerin berberi tamamen gereksizce bağırdı,condition_b,sg,pl,sg,bert,10.26788330078125
turkish,16,1,Askerin berberi tamamen gereksizce bağırdılar,condition_c,sg,sg,pl,bert,19.971010208129883
turkish,16,1,Askerin berberi tamamen gereksizce bağırdı,condition_d,sg,sg,sg,bert,10.799464225769043
turkish,17,1,Yarışmacıların koçu çok kibar davrandılar,condition_a,sg,pl,pl,bert,8.818385124206543
turkish,17,1,Yarışmacıların koçu çok kibar davrandı,condition_b,sg,pl,sg,bert,6.406548023223877
turkish,17,1,Yarışmacının koçu çok kibar davrandılar,condition_c,sg,sg,pl,bert,10.509614944458008
turkish,17,1,Yarışmacının koçu çok kibar davrandı,condition_d,sg,sg,sg,bert,6.53645658493042
turkish,18,1,Sporcuların antrenörü yüksek sesle konuştular,condition_a,sg,pl,pl,bert,9.175724029541016
turkish,18,1,Sporcuların antrenörü yüksek sesle konuştu,condition_b,sg,pl,sg,bert,3.383082628250122
turkish,18,1,Sporcunun antrenörü yüksek sesle konuştular,condition_c,sg,sg,pl,bert,10.944306373596191
turkish,18,1,Sporcunun antrenörü yüksek sesle konuştu,condition_d,sg,sg,sg,bert,4.092039108276367
turkish,19,1,Berberlerin çırağı çok yavaş çalıştılar,condition_a,sg,pl,pl,bert,10.368499755859375
turkish,19,1,Berberlerin çırağı çok yavaş çalıştı,condition_b,sg,pl,sg,bert,6.738458633422852
turkish,19,1,Berberin çırağı çok yavaş çalıştılar,condition_c,sg,sg,pl,bert,11.354207038879395
turkish,19,1,Berberin çırağı çok yavaş çalıştı,condition_d,sg,sg,sg,bert,6.347309589385986
turkish,20,1,Muhabirlerin patronu saatlerce durmaksızın içtilar,condition_a,sg,pl,pl,bert,21.591638565063477
turkish,20,1,Muhabirlerin patronu saatlerce durmaksızın içti,condition_b,sg,pl,sg,bert,9.501799583435059
turkish,20,1,Muhabirin patronu saatlerce durmaksızın içtilar,condition_c,sg,sg,pl,bert,20.143817901611328
turkish,20,1,Muhabirin patronu saatlerce durmaksızın içti,condition_d,sg,sg,sg,bert,10.737347602844238
turkish,21,1,Oyuncuların dublörü feci bir şekilde öldülar,condition_a,sg,pl,pl,bert,12.646029472351074
turkish,21,1,Oyuncuların dublörü feci bir şekilde öldü,condition_b,sg,pl,sg,bert,4.283807277679443
turkish,21,1,Oyuncunun dublörü feci bir şekilde öldülar,condition_c,sg,sg,pl,bert,13.449777126312256
turkish,21,1,Oyuncunun dublörü feci bir şekilde öldü,condition_d,sg,sg,sg,bert,2.7862415313720703
